CountryName,CountryCode,Y1990,Y2000,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017
East Asia & Pacific (excluding high income),EAP,0,4.260559916,0,3.586385012,3.508440018,3.899234891,4.536690235,4.12210989,0,0,0,0
East Asia & Pacific (IDA & IBRD countries),TEA,0,4.260559916,3.116995096,3.586385012,3.508440018,3.899234891,4.536690235,4.12210989,0,0,0,0
Ecuador,ECU,0,1.150930047,0,4.342420101,4.507430077,4.726890087,4.643070221,5.004640102,5.260990143,4.998700142,0,0
Egypt,EGY,0,0,3.760829926,0,0,0,0,0,0,0,0,0
El Salvador,SLV,0,2.54708004,3.741669893,3.969540119,3.486670017,3.417479992,3.334009886,3.433069944,3.448559999,3.517560005,3.453239918,0
Equatorial Guinea,GNQ,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,ERI,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,0,5.340209961,5.517509937,5.9541502,5.52699995,5.017380238,4.712930202,4.83837986,5.479410172,0,0,0
Eswatini,SWZ,5.484570026,5.508480072,6.618120193,6.471350193,6.118370056,6.864329815,0,0,7.127669811,0,0,0
Ethiopia,ETH,0,3.983109951,5.408199787,4.422070026,4.496590137,5.485760212,5.56678009,4.498549938,0,0,0,0
Euro area,EMU,4.543669939,4.893635035,5.185024977,5.575470209,5.541399956,5.31856513,5.461319923,5.376790047,5.281619787,0,0,0
Europe & Central Asia,ECS,0,4.176370144,4.956730127,5.130670071,5.259534836,4.993620157,4.933310032,5.040480137,5.123250008,0,0,0
Europe & Central Asia (excluding high income),ECA,0,3.25661993,4.101749897,4.22378993,0,3.935110092,3.903880119,0,0,0,0,0
Europe & Central Asia (IDA & IBRD countries),TEC,0,3.27177,4.224370003,4.337504864,4.252170086,4.157949924,4.018030167,0,0,0,0,0
European Union,EUU,0,4.858910084,5.06635499,5.562139988,5.402890205,5.120269775,4.946400166,5.296815157,5.268799782,0,0,0
Faroe Islands,FRO,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,FJI,0,5.857250214,4.25357008,4.498479843,0,4.17305994,0,3.882889986,0,0,0,0
Finland,FIN,5.335909843,5.716879845,5.84676981,6.485179901,6.540709972,6.482009888,7.192540169,7.158480167,7.15155983,0,0,0
Fragile and conflict affected situations,FCS,0,0,0,0,0,0,0,0,0,0,0,0
France,FRA,4.492280006,5.516729832,5.444029808,5.738490105,5.683420181,5.515840054,5.461319923,5.505310059,5.51760006,0,0,0
French Polynesia,PYF,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,GAB,0,3.827090025,0,0,3.078089952,2.987459898,3.013400078,3.029710054,2.666670084,0,0,0
Gambia,GMB,2.825839996,1.465870023,3.527420044,3.072390079,4.15610981,3.925139904,4.101180077,2.78256011,0,0,0,0
Georgia,GEO,0,2.181070089,2.919559956,3.222389936,0,2.696219921,1.983309984,0,0,0,3.784770012,0
Germany,DEU,0,0,4.409540176,4.880479813,4.913680077,4.807799816,4.933310032,4.934969902,4.931129932,0,0,0
Ghana,GHA,0,0,5.757959843,5.317440033,5.540599823,8.14097023,7.919139862,6.098189831,6.159830093,0,0,0
Gibraltar,GIB,0,0,0,0,0,0,0,0,0,0,0,0
Greece,GRC,2.046080112,3.230190039,0,0,0,0,0,0,0,0,0,0
Greenland,GRL,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,GRD,0,0,0,0,0,0,0,0,0,0,10.29312992,0
